id_lot;nb_piece;typologie;prix_tva_reduite;prix_tva_normale;prix_HT;prix_m2_HT;prix_m2_TTC;surface;etage;orientation;exterieur;balcony;garden;parking;nom_programme;ville;departement;date_fin_programme;adresse_entiere;promoteur;date_extraction
85_4_IKSSO_Bouygues;4;Appartement;;404900;337416.67;3939.02;4726.83;85.66;4;E / N;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
85_4__1_IKSSO_Bouygues;4;Appartement;;404900;337416.67;3939.02;4726.83;85.66;4;E / S;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
85_5_IKSSO_Bouygues;4;Appartement;;410000;341666.67;3988.64;4786.36;85.66;5;E / N;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
85_6_IKSSO_Bouygues;4;Appartement;;420100;350083.33;4086.89;4904.27;85.66;6;E / N;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
85_6__1_IKSSO_Bouygues;4;Appartement;;420100;350083.33;4086.89;4904.27;85.66;6;E / S;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
85_7_IKSSO_Bouygues;4;Appartement;;430600;358833.33;4189.04;5026.85;85.66;7;E / N;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
85_7__1_IKSSO_Bouygues;4;Appartement;;430600;358833.33;4189.04;5026.85;85.66;7;E / S;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
85_1_IKSSO_Bouygues;4;Appartement;;441100;367583.33;4291.19;5149.43;85.66;1;E / N;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
85_1__1_IKSSO_Bouygues;4;Appartement;;441100;367583.33;4291.19;5149.43;85.66;1;E / N;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
90_9_IKSSO_Bouygues;4;Appartement;;474900;395750;4366.17;5239.41;90.64;9;E / S;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
90_9__1_IKSSO_Bouygues;4;Appartement;;474900;395750;4366.17;5239.41;90.64;9;E / S;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
106_2_IKSSO_Bouygues;4;Appartement;;501200;417666.67;3939.88;4727.86;106.01;2;S;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
106_2__1_IKSSO_Bouygues;4;Appartement;;501200;417666.67;3939.88;4727.86;106.01;2;S / O;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
109_8_IKSSO_Bouygues;5;Appartement;;544800;454000;4158.65;4990.38;109.17;8;O / Traversant;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
109_8__1_IKSSO_Bouygues;5;Appartement;;544800;454000;4158.27;4989.92;109.18;8;SO / Traversant;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
109_8__2_IKSSO_Bouygues;5;Appartement;;544800;454000;4158.27;4989.92;109.18;8;O / Traversant;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
109_7_IKSSO_Bouygues;5;Appartement;;545800;454833.33;4165.9;4999.08;109.18;7;SO / Traversant;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
124_9_IKSSO_Bouygues;5;Appartement;;678300;565250;4533.24;5439.89;124.69;9;O / S;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
124_9__1_IKSSO_Bouygues;5;Appartement;;678300;565250;4533.24;5439.89;124.69;9;O / Traversant;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
140_9_IKSSO_Bouygues;5;Appartement;;738900;615750;4372.91;5247.5;140.81;9;N / Traversant;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
140_9__1_IKSSO_Bouygues;5;Appartement;;738900;615750;4372.91;5247.5;140.81;9;O / Traversant;FALSE;FALSE;FALSE;1;IKSSO;Bordeaux;33;fevrier 2024;RUE CARLE VERNET 33800 Bordeaux;Bouygues;08/11/2021
58_1_SAKURA_Bouygues;3;Appartement;200054;227549.5735;189624.64;3214.52;3857.43;58.99;1;NE;FALSE;FALSE;FALSE;1;SAKURA;Cenon;33;novembre 2022;AVENUE ROGER SCHWOB 33150 Cenon;Bouygues;08/11/2021
61_1_SAKURA_Bouygues;3;Appartement;215396;245000.1896;204166.82;3326.28;3991.53;61.38;1;SO;FALSE;FALSE;FALSE;1;SAKURA;Cenon;33;novembre 2022;AVENUE ROGER SCHWOB 33150 Cenon;Bouygues;08/11/2021
60_1_SAKURA_Bouygues;3;Appartement;216275;246000;205000;3371.16;4045.39;60.81;1;S;FALSE;FALSE;FALSE;1;SAKURA;Cenon;33;novembre 2022;AVENUE ROGER SCHWOB 33150 Cenon;Bouygues;08/11/2021
60_2_SAKURA_Bouygues;3;Appartement;226825;258000;215000;3542.59;4251.11;60.69;2;S;FALSE;FALSE;FALSE;1;SAKURA;Cenon;33;novembre 2022;AVENUE ROGER SCHWOB 33150 Cenon;Bouygues;08/11/2021
62_2_SAKURA_Bouygues;3;Appartement;;252000;210000;3379.47;4055.36;62.14;2;SE;FALSE;FALSE;FALSE;1;SAKURA;Cenon;33;novembre 2022;AVENUE ROGER SCHWOB 33150 Cenon;Bouygues;08/11/2021
60_5_SAKURA_Bouygues;3;Appartement;;258000;215000;3571.43;4285.71;60.2;5;SE;FALSE;FALSE;FALSE;1;SAKURA;Cenon;33;novembre 2022;AVENUE ROGER SCHWOB 33150 Cenon;Bouygues;08/11/2021
63_5_SAKURA_Bouygues;3;Appartement;;277000;230833.33;3620.35;4344.42;63.76;5;SE;FALSE;FALSE;FALSE;1;SAKURA;Cenon;33;novembre 2022;AVENUE ROGER SCHWOB 33150 Cenon;Bouygues;08/11/2021
82_5_SAKURA_Bouygues;4;Appartement;284850;324000;270000;3288.67;3946.41;82.1;5;NO;FALSE;FALSE;FALSE;1;SAKURA;Cenon;33;novembre 2022;AVENUE ROGER SCHWOB 33150 Cenon;Bouygues;08/11/2021
44_6_COEURSAINTGERMAIN_Bouygues;2;Appartement;;251800;209833.33;4738.78;5686.54;44.28;6;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
95_COEURSAINTGERMAIN_Bouygues;5;Appartement;;307040;255866.67;2674.19;3209.03;95.68;0;SO;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
65_3_COEURSAINTGERMAIN_Bouygues;3;Appartement;;315600;263000;3986.06;4783.27;65.98;3;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
66_4_COEURSAINTGERMAIN_Bouygues;3;Appartement;;319800;266500;4026.9;4832.28;66.18;4;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
65_5_COEURSAINTGERMAIN_Bouygues;3;Appartement;;322000;268333.33;4066.89;4880.27;65.98;5;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
66_5_COEURSAINTGERMAIN_Bouygues;3;Appartement;;323000;269166.67;4067.19;4880.63;66.18;5;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
66_5__1_COEURSAINTGERMAIN_Bouygues;3;Appartement;;323000;269166.67;4067.19;4880.63;66.18;5;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
65_6_COEURSAINTGERMAIN_Bouygues;3;Appartement;;325200;271000;4107.31;4928.77;65.98;6;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
65_6__1_COEURSAINTGERMAIN_Bouygues;3;Appartement;;325200;271000;4107.31;4928.77;65.98;6;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
66_6_COEURSAINTGERMAIN_Bouygues;3;Appartement;;326200;271833.33;4107.48;4928.98;66.18;6;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
67_4_COEURSAINTGERMAIN_Bouygues;3;Appartement;;327200;272666.67;4038.31;4845.97;67.52;4;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
67_6_COEURSAINTGERMAIN_Bouygues;3;Appartement;;333700;278083.33;4118.53;4942.24;67.52;6;SE;FALSE;TRUE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
83_1_COEURSAINTGERMAIN_Bouygues;4;Appartement;;371400;309500;3716.82;4460.19;83.27;1;SE;FALSE;FALSE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
80_3_COEURSAINTGERMAIN_Bouygues;4;Appartement;;371400;309500;3868.75;4642.5;80;3;SE;FALSE;FALSE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
84_1_COEURSAINTGERMAIN_Bouygues;4;Appartement;;382000;318333.33;3761.47;4513.77;84.63;1;NO;FALSE;FALSE;FALSE;1;COEUR SAINT GERMAIN;Bordeaux;33;mai 2022;Rue Am̩d̩e-Saint-Germain 33000 Bordeaux;Bouygues;08/11/2021
63_2_LINAE_Bouygues;3;Appartement;223308;253999.6209;211666.35;3323.38;3988.06;63.69;2;E;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
63_1_LINAE_Bouygues;3;Appartement;227704;258999.8104;215833.18;3425.38;4110.46;63.01;1;S;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
64_1_LINAE_Bouygues;3;Appartement;228583;259999.6209;216666.35;3367.52;4041.03;64.34;1;O;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
64_2_LINAE_Bouygues;3;Appartement;234738;267000.5687;222500.47;3458.2;4149.84;64.34;2;O;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
64_2__1_LINAE_Bouygues;3;Appartement;234738;267000.5687;222500.47;3437.36;4124.83;64.73;2;SE;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
63_3_LINAE_Bouygues;3;Appartement;234738;267000.5687;222500.47;3493.49;4192.19;63.69;3;E;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
63_1__1_LINAE_Bouygues;3;Appartement;240013;273000.5687;227500.47;3562.49;4274.99;63.86;1;SO;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
63_1__2_LINAE_Bouygues;3;Appartement;240013;273000.5687;227500.47;3580.43;4296.52;63.54;1;S;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
64_3_LINAE_Bouygues;3;Appartement;245288;279000.5687;232500.47;3613.62;4336.35;64.34;3;O;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
63_2__1_LINAE_Bouygues;3;Appartement;245288;279000.5687;232500.47;3659.12;4390.94;63.54;2;S;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
63_3__1_LINAE_Bouygues;3;Appartement;;291000;242500;3846.76;4616.12;63.04;3;S;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
63_3__2_LINAE_Bouygues;3;Appartement;;292000;243333.33;3829.61;4595.53;63.54;3;S;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
63_3__3_LINAE_Bouygues;3;Appartement;;293000;244166.67;3826.46;4591.76;63.81;3;SO;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
80_3_LINAE_Bouygues;4;Appartement;298038;339000.5687;282500.47;3491.54;4189.85;80.91;3;S;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
89_3_LINAE_Bouygues;4;Appartement;298038;339000.5687;282500.47;3156.08;3787.29;89.51;3;Traversant;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
85_4_LINAE_Bouygues;4;Appartement;;394000;328333.33;3855.49;4626.59;85.16;4;Traversant;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
89_4_LINAE_Bouygues;4;Appartement;;405000;337500;3770.95;4525.14;89.5;4;Traversant;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
96_4_LINAE_Bouygues;5;Appartement;;450000;375000;3893.27;4671.93;96.32;4;Traversant;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
106_4_LINAE_Bouygues;5;Appartement;;473000;394166.67;3701.79;4442.15;106.48;4;Traversant;FALSE;FALSE;FALSE;1;LINAE;Floirac;33;mai 2023;RUE LUIS BUNUEL 33270 Floirac;Bouygues;08/11/2021
66_7_PREFACE_Bouygues;3;Appartement;241955;275209.4787;229341.23;3472.24;4166.68;66.05;7;NO;FALSE;TRUE;FALSE;1;PREFACE;Bordeaux;33;aout 2022;Cours du Qu̩bec 33300 Bordeaux;Bouygues;08/11/2021
85_7_PREFACE_Bouygues;4;Appartement;;353700;294750;3443.74;4132.49;85.59;7;NE;FALSE;FALSE;FALSE;1;PREFACE;Bordeaux;33;aout 2022;Cours du Qu̩bec 33300 Bordeaux;Bouygues;08/11/2021
85_8_PREFACE_Bouygues;4;Appartement;;357000;297500;3475.87;4171.05;85.59;8;NE;FALSE;FALSE;FALSE;1;PREFACE;Bordeaux;33;aout 2022;Cours du Qu̩bec 33300 Bordeaux;Bouygues;08/11/2021
83_7_PREFACE_Bouygues;4;Appartement;;362300;301916.67;3614.47;4337.36;83.53;7;SO;FALSE;FALSE;FALSE;1;PREFACE;Bordeaux;33;aout 2022;Cours du Qu̩bec 33300 Bordeaux;Bouygues;08/11/2021
30_180_AteliersSaint-Germain_Bouygues;1;Appartement;;180000;150000;4973.47;5968.17;30.16;180;SE;FALSE;FALSE;FALSE;0;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
32_205_AteliersSaint-Germain_Bouygues;1;Appartement;;205000;170833.33;5261.27;6313.52;32.47;205;NO;FALSE;FALSE;FALSE;0;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
32_AteliersSaint-Germain_Bouygues;1;Appartement;;210000;175000;5414.6;6497.52;32.32;0;N;FALSE;FALSE;FALSE;0;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
33_210_AteliersSaint-Germain_Bouygues;1;Appartement;;210000;175000;5298.21;6357.86;33.03;210;NO;FALSE;FALSE;FALSE;0;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
36_215_AteliersSaint-Germain_Bouygues;1;Appartement;;215000;179166.67;4862.05;5834.46;36.85;215;SE;FALSE;FALSE;FALSE;0;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
41_1_AteliersSaint-Germain_Bouygues;1;Appartement;;220000;183333.33;4448.76;5338.51;41.21;1;SE;FALSE;FALSE;FALSE;0;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
53_1_AteliersSaint-Germain_Bouygues;2;Appartement;;280000;233333.33;4381.02;5257.23;53.26;1;NO;FALSE;TRUE;FALSE;0;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
53_AteliersSaint-Germain_Bouygues;2;Appartement;;285000;237500;4456.75;5348.1;53.29;0;NE;FALSE;FALSE;FALSE;1;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
87_2_AteliersSaint-Germain_Bouygues;4;Appartement;;302320;251933.33;2881.21;3457.46;87.44;2;N;FALSE;FALSE;FALSE;1;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
87_3_AteliersSaint-Germain_Bouygues;4;Appartement;;302320;251933.33;2881.21;3457.46;87.44;3;N;FALSE;FALSE;FALSE;1;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
62_6_AteliersSaint-Germain_Bouygues;3;Appartement;;308000;256666.67;4102.07;4922.49;62.57;6;SE;FALSE;TRUE;FALSE;1;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
62_7_AteliersSaint-Germain_Bouygues;3;Appartement;;308000;256666.67;4083.15;4899.78;62.86;7;S;FALSE;TRUE;FALSE;1;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
61_9_AteliersSaint-Germain_Bouygues;3;Appartement;;310000;258333.33;4185.57;5022.68;61.72;9;S;FALSE;TRUE;FALSE;1;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
62_7__1_AteliersSaint-Germain_Bouygues;3;Appartement;;312000;260000;4167.33;5000.8;62.39;7;SO;FALSE;TRUE;FALSE;1;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
62_6__1_AteliersSaint-Germain_Bouygues;3;Appartement;;317000;264166.67;4228.02;5073.62;62.48;6;NE;FALSE;TRUE;FALSE;1;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
97_8_AteliersSaint-Germain_Bouygues;4;Appartement;;423800;353166.67;3612.22;4334.66;97.77;8;SO;FALSE;TRUE;FALSE;1;Ateliers Saint-Germain;Bordeaux;33;novembre 2022;rue Am̩d̩e St Germain 33000 Bordeaux;Bouygues;08/11/2021
49_350Thiers_Bouygues;2;Appartement;;243000;202500;4070.35;4884.42;49.75;0;NO;FALSE;FALSE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
57_350Thiers_Bouygues;2;Appartement;;275000;229166.67;4016.94;4820.33;57.05;0;O;FALSE;FALSE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
67_350Thiers_Bouygues;3;Appartement;;284000;236666.67;3482.95;4179.54;67.95;0;O;FALSE;FALSE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
64_1_350Thiers_Bouygues;3;Appartement;;290000;241666.67;3729.42;4475.31;64.8;1;O;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
64_3_350Thiers_Bouygues;3;Appartement;;304000;253333.33;3903.44;4684.13;64.9;3;O;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
62_4_350Thiers_Bouygues;3;Appartement;;322000;268333.33;4286.47;5143.77;62.6;4;O;TRUE;FALSE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
71_2_350Thiers_Bouygues;3;Appartement;;337000;280833.33;3914.05;4696.86;71.75;2;NO;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
85_350Thiers_Bouygues;4;Appartement;;360000;300000;3529.41;4235.29;85;0;SE;FALSE;FALSE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
77_1_350Thiers_Bouygues;4;Appartement;;360000;300000;3883.5;4660.19;77.25;1;SE;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
73_4_350Thiers_Bouygues;3;Appartement;;364000;303333.33;4124.18;4949.01;73.55;4;O;TRUE;FALSE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
85_1_350Thiers_Bouygues;4;Appartement;;379000;315833.33;3715.69;4458.82;85;1;SE;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
81_1_350Thiers_Bouygues;4;Appartement;;388000;323333.33;3974.6;4769.51;81.35;1;O;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
81_2_350Thiers_Bouygues;4;Appartement;;388000;323333.33;3974.6;4769.51;81.35;2;O;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
89_1_350Thiers_Bouygues;4;Appartement;;389000;324166.67;3609.87;4331.85;89.8;1;NO;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
81_3_350Thiers_Bouygues;4;Appartement;;406000;338333.33;4158.98;4990.78;81.35;3;O;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
84_2_350Thiers_Bouygues;4;Appartement;;;;;;84.45;2;O;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
84_3_350Thiers_Bouygues;4;Appartement;;433000;360833.33;4272.75;5127.29;84.45;3;O;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
78_4_350Thiers_Bouygues;4;Appartement;;452000;376666.67;4786.11;5743.33;78.7;4;O;TRUE;FALSE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
92_2_350Thiers_Bouygues;4;Appartement;;468000;390000;4232.23;5078.68;92.15;2;NO;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
97_2_350Thiers_Bouygues;5;Appartement;;525000;437500;4491.79;5390.14;97.4;2;NO;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
118_4_350Thiers_Bouygues;5;Appartement;;567000;472500;3995.77;4794.93;118.25;4;O;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
118_5_350Thiers_Bouygues;5;Appartement;;592000;493333.33;4171.95;5006.34;118.25;5;O;FALSE;TRUE;FALSE;1;350 Thiers;Bordeaux;33;novembre 2023;348-350 Avenue THIERS 33300 Bordeaux;Bouygues;08/11/2021
